residence_name,website_url,associated_brand,brief_subtitle,brief_description,budget_start_range,budget_end_range,city,country,address
"Marriott Residences, Salgados Resort",https://www.marriott.com/en-us/hotels/faopv-marriott-residences-salgados-resort-algarve/overview/,Marriott,Bask in luxurious seaside elegance with stunning ocean views and lush landscapes.,"Overlooking stunning coastal landscapes, this resort boasts luxurious accommodations with direct beach access and a world-class golf course nearby.",150,2500000,Algarve,Portugal,"Marriott Residences, Salgados Resort  
Praia dos Salgados, 8200-424 Albufeira, Algarve, Portugal"
"Marriott Residences, Sheikh Zayed Road",https://www.marriott.com/en-us/hotels/dxbsz-residence-inn-sheikh-zayed-road-dubai/overview/,Marriott,"Soaring above Dubai's skyline, this luxury haven offers panoramic city vistas.","Offering breathtaking skyline views and spacious suites with fully equipped kitchens, this residence redefines urban luxury living in Dubai.",1300000,5000000,Dubai,UAE,
"Marriott Residences, Queens Waterfront",https://www.marriottresidencespenang.com/,Marriott,Enjoy breathtaking sunsets from your private balcony overlooking Penang's serene coastline.,"Overlooking the stunning Penang waterfront, this residence boasts luxurious amenities, expansive terraces, and direct access to vibrant cultural attractions.",1300000,800000,Penang,Malaysia,
Vlora Marriott Residences,https://vloramarriottresidences.com/,Marriott,Breathtaking sea views and luxurious living redefine coastal elegance in Vlora.,"Offering breathtaking panoramic views of the Adriatic Sea, this residence features luxurious amenities and direct beach access for an unparalleled coastal experience.",120,200,Vlora,Albania,"Rruga e Flamurit, Vlora, Albania."
Marriott Residences,https://www.marriottresidencespenang.com/,Marriott,Luxury meets heritage in spacious residences overlooking George Town's vibrant skyline.,"Offering breathtaking views of the vibrant cityscape and the sea, this residence features spacious, elegantly designed suites with exclusive access to a rooftop infinity pool.",500000,500000,Penang,Malaysia,"George Town, Malaysia is located at 2, Jalan Tanjung Bungah, 11200 George Town, Penang, Malaysia."
Marriott Residences,https://www.mr-stkitts.com/,Marriott,Discover luxury living with breathtaking ocean views and world-class amenities.,"This stunning residence boasts breathtaking ocean views, private infinity pools, and direct access to pristine beaches, ensuring unparalleled luxury.",250000,3000000,St. Kitts,Saint Kitts and Nevis,"Marriott's St. Kitts Beach Club, 858 Frigate Bay Road, Frigate Bay, St. Kitts, Saint Kitts and Nevis."
"Marriott Residences, Jumeirah Lake Towers",https://mrjlt.com/,Marriott,Discover luxurious living with stunning lake views and unparalleled modern amenities.,"Boasting stunning panoramic views of the iconic Dubai skyline, this residence features luxurious amenities and exclusive access to serene lakeside promenades.",1300000,3000000,Dubai,UAE,
The Residences at Meliá Seychelles,https://theresidencesatmeliaseychelles.com/,ME by Meliá,"Luxury villas blend seamlessly with lush tropical landscapes, offering breathtaking ocean serenity.","Offering breathtaking ocean views and private infinity pools, this residence provides an unparalleled blend of luxury and tranquility.",500000,800,,Seychelles,
The Residences at Meliá Phuket Karon,https://meliaphuketkaronresidences.com/,ME by Meliá,Discover unparalleled luxury with breathtaking panoramic ocean views from every residence.,"Set against stunning ocean views, this exclusive residence features private infinity pools and direct beach access for unparalleled luxury.",10000000,50000000,Phuket,Thailand,"38/1 Karon Road, Karon, Muang, Phuket, Thailand."
Montage Cay Residences,https://montagecayresidences.com/,Montage,Discover unparalleled luxury with breathtaking ocean views and private beach access.,"Offering breathtaking ocean views, these luxurious residences feature private pools and direct access to pristine white-sand beaches.",4750000,7500000,Abacos,Bahamas,"Abacos, Bahamas."
"Montage Residences, Deer Valley",https://www.montageresidencesdeervalley.com/,Montage,Elevate your lifestyle with ski-in/ski-out luxury and breathtaking alpine vistas.,"Set against breathtaking mountain vistas, these residences boast unparalleled ski-in/ski-out access and luxurious amenities, redefining alpine living.",2000000,10000000,Park City,United States,"Montage Residences, Deer Valley  
9100 Marsac Avenue  
Park City, UT 84060  
United States"
Montage Residences,https://montageresidenceshealdsburg.com/,Montage,"Amidst rolling vineyards, luxurious villas offer unparalleled panoramic views and serenity.","Offering breathtaking vineyard views and direct access to world-class wineries, these residences redefine luxury living in Healdsburg.",2200000,3000000,Healdsburg,United States,"Montage Residences Healdsburg, 100 Montage Way, Healdsburg, CA 95448, United States."
"Montage Residences, Bay",https://montageresidenceskapaluabay.com/,Montage,"Immerse yourself in breathtaking ocean views from luxurious, spacious residences in paradise.","Offering breathtaking ocean views and direct access to pristine beaches, this residence features luxurious amenities and unparalleled privacy.",3000000,38000000,Kapalua,United States,"Montage Residences, Bay  
1 Bay Drive  
Kapalua, HI 96761  
United States"
Montage Residences,https://www.montage.com/lagunabeach/residences/,Montage,Unrivaled coastal luxury meets breathtaking oceanfront views in every exquisite detail.,"Overlooking the stunning Pacific coastline, these residences boast expansive ocean views, private terraces, and unparalleled access to pristine beaches.",3000000,34000000,Laguna Beach,United States,"30801 South Coast Highway, Laguna Beach, CA 92651, United States."
Montage Residences,https://www.montageresidencesloscabos.com/,Montage,Discover unparalleled oceanfront luxury with breathtaking views and world-class amenities.,"Overlooking the stunning Sea of Cortez, these residences boast private infinity pools and direct beach access for unparalleled luxury.",3000000,10000000,Cabo San Lucas,Mexico,"Montage Residences Cabo San Lucas, Carretera Transpeninsular Km 6.5, Cabo San Lucas, B.C.S., Mexico."
"Montage Residences, Palmetto Bluff",https://www.montageresidencespalmettobluff.com/,Montage,Immerse yourself in luxury with stunning waterfront views and unparalleled southern charm.,"Overlooking pristine marshlands and a tranquil river, these residences boast expansive outdoor spaces and unparalleled access to nature trails and golf courses.",2000000,5500000,Bluffton,United States,"Montage Residences, Palmetto Bluff  
477 Mount Pelia Road  
Bluffton, SC 29910  
United States"
Montage Residences,https://montageresidencesbigsky.com/,Montage,"Elevate mountain living with ski-in, ski-out luxury and breathtaking alpine vistas.","Offering breathtaking panoramic mountain views and direct access to world-class skiing, this residence combines luxury with unparalleled outdoor adventure.",3000000,7000000,Big Sky,United States,"Montage Residences Big Sky  
Hotel Address: 32 Mountain Loop Rd, Big Sky, MT 59716, United States"
Montage Residences,https://www.montage.com/destinations/puntamita/residences/,Montage,Unwind in oceanfront luxury with panoramic views and private plunge pools.,"Offering breathtaking ocean views and direct beach access, these residences feature private plunge pools and luxurious amenities.",4500000,35000000,Punta Mita,Mexico,"Punta Mita, Mexico."
"Mövenpick Residences, Teuta",https://accor-residences.com/property/movenpick-residences-cam-ranh-vietnam/,Mövenpick,Bask in luxurious serenity with stunning views of Kotor Bay's azure waters.,"Overlooking the stunning Kotor Bay, this residence boasts private terraces with breathtaking views and direct access to pristine beaches.",250000,500000,Kotor,Montenegro,"Kotor Bay, Montenegro."
Mövenpick Residences,https://accor-residences.com/property/movenpick-residences-teuta-kotor-bay/,Mövenpick,Wake up to sweeping oceanfront views and private luxury in every detail.,"Offering breathtaking ocean views and direct beach access, these residences feature luxurious amenities and a serene tropical setting.",2000000000,9500000000,Khanh Hoa,Vietnam,"Mövenpick Residences Cam Ranh, 2 Nguyen Tat Thanh, Cam Ranh, Khanh Hoa, Vietnam."
Mövenpick Residences,https://accor-residences.com/property/movenpick-residences-phu-quoc-vietnam/,Mövenpick,Discover unparalleled luxury with private beachfront villas and breathtaking ocean views.,"Offering breathtaking ocean views and private beach access, this residence features luxurious amenities and vibrant tropical gardens.",3000000000,3000000,Tỉnh Kiên Giang,Vietnam,"Mövenpick Residences Phu Quoc, Ấp Đường Bào, Xã Dương Tơ, Huyện Phú Quốc, Tỉnh Kiên Giang, Vietnam."
Nobu Residences,https://www.nobuhotels.com/hotel-collection/abu-dhabi/,Nobu,Indulge in luxurious waterfront living with breathtaking views and exquisite design.,"The residences boast breathtaking waterfront views, private beach access, and unparalleled amenities, redefining luxury living in the city.",3000000,3500000,Abu Dhabi,UAE,"Nobu Residences Abu Dhabi, Al Mariah Island, Abu Dhabi, UAE."
Nobu Residences,https://www.nobuhotels.com/hotel-collection/nobu-hotel-danang/,Nobu,Immerse yourself in luxury with stunning ocean views and world-class amenities.,"Overlooking the stunning My Khe Beach, these residences boast private infinity pools and bespoke concierge services for unparalleled luxury.",25000000,3000000,Da Nang,Vietnam,"Da Nang, Vietnam."
Nobu Residences,https://www.nobuhotels.com/hotel-collection/nobu-hotel-al-khobar/,Nobu,Where sleek Japanese-inspired elegance meets unparalleled waterfront luxury and sophistication.,"Offering breathtaking waterfront views and unparalleled access to luxury amenities, this residence redefines upscale living in Al Khobar.",1500000,7000000,Al Khobar,Saudi Arabia,"Nobu Residences Al Khobar, King Saud Road, Al Khobar, Saudi Arabia."
Nobu Residences,https://www.nobuhotels.com/hotel-collection/nobu-hotel-al-marjan-island/,Nobu,Discover unparalleled luxury with breathtaking panoramic views of the Arabian Gulf.,"Overlooking pristine beaches and the stunning Hajar Mountains, these residences boast unparalleled luxury with exclusive amenities and breathtaking views.",1200000,10000000,Ras Al Khaimah,UAE,"Ras Al Khaimah, United Arab Emirates."
Nobu Residences,https://loscabos.nobuhotels.com/residences/,Nobu,Luxuriate in breathtaking ocean views from your private infinity pool oasis.,"Offering breathtaking ocean views and direct beach access, these residences feature luxurious amenities and personalized services for an unparalleled lifestyle.",1800000,10000000,Los Cabos,Mexico,"Nobu Residences Los Cabos, Carretera Transpeninsular Km 28.5, San José del Cabo, Baja California Sur, Mexico."
Nobu Residences,https://www.nobuhotels.com/hotel-collection/tulum/,Nobu,Immerse in serene luxury where sleek design meets Tulum's lush jungle tranquility.,"Overlooking pristine beaches and lush jungles, these residences boast unparalleled ocean views, private infinity pools, and exclusive access to vibrant local culture.",500000,10000000,Tulum,Mexico,"Nobu Residences Tulum, Carretera Tulum-Boca Paila, KM 7.5, Tulum, Quintana Roo, Mexico."
Nobu Residences,https://www.nobuhotels.com/hotel-collection/nobu-hotel-punta-cana/?utm_source=chatgpt.com,Nobu,Immerse yourself in unparalleled luxury with breathtaking oceanfront views and exquisite design.,"Offering breathtaking ocean views, these luxurious residences feature private pools, gourmet dining, and direct beach access for ultimate indulgence.",300000,3500000,Punta Cana,Dominican Republic,"Nobu Residences Punta Cana, Boulevard de la Marina, Cap Cana, Punta Cana 23000, Dominican Republic."
Nobu Residences,https://www.nobuhotels.com/hotel-collection/nobu-hotel-orlando/,Nobu,Indulge in luxury with stunning waterfront views and world-class amenities at your doorstep.,"Offering breathtaking skyline views and luxurious amenities, these residences feature private rooftop terraces and direct access to vibrant entertainment options.",1700000,5000000,Orlando,United States,"Nobu Residences Orlando, 610 N Orange Ave, Orlando, FL 32801, United States."
